text,path,num_frames,width,height,trajectory_maps_path,videoid,mask_start_index,mask_end_index,box_path
 friends talking about a lighthouse,/datadrive3/pure_data/videos/5081860.mp4,591,1920,1012,/datadrive3/pure_data/masks/5081860,5081860,0,590,/datadrive3/pure_data/boxs/5081860
 grandfather reading a book to his granddaughter,/datadrive3/pure_data/videos/5590996.mp4,451,606,1080,/datadrive3/pure_data/masks/5590996,5590996,0,450,/datadrive3/pure_data/boxs/5590996
 man drinking coffee while using a laptop,/datadrive3/pure_data/videos/5212602.mp4,728,1920,1080,/datadrive3/pure_data/masks/5212602,5212602,0,727,/datadrive3/pure_data/boxs/5212602
A person in a sequined dress is holding a wine glass with a festively decorated table and Christmas tree in the background.,/datadrive3/pure_data/videos/5478633.mp4,239,1920,1080,/datadrive3/pure_data/masks/5478633,5478633,0,238,/datadrive3/pure_data/boxs/5478633
 a person kneading a dough,/datadrive3/pure_data/videos/5674710.mp4,174,1920,1012,/datadrive3/pure_data/masks/5674710,5674710,0,173,/datadrive3/pure_data/boxs/5674710
"A person with short blonde hair is captured mid-movement, wearing a dark, sheer-sleeved leotard, in a dance studio with a barre visible in the background.",/datadrive3/pure_data/videos/5144829.mp4,538,1920,1080,/datadrive3/pure_data/masks/5144829,5144829,0,537,/datadrive3/pure_data/boxs/5144829
 woman weighing fresh fruit,/datadrive3/pure_data/videos/5100073.mp4,370,1920,1080,/datadrive3/pure_data/masks/5100073,5100073,0,369,/datadrive3/pure_data/boxs/5100073
"A woman in a white robe is hanging laundry on a clothesline in a green backyard, carrying a grey bucket.",/datadrive3/pure_data/videos/5084146.mp4,643,1920,1012,/datadrive3/pure_data/masks/5084146,5084146,0,642,/datadrive3/pure_data/boxs/5084146
 woman with curly hair painting on a paper,/datadrive3/pure_data/videos/6912070.mp4,373,606,1080,/datadrive3/pure_data/masks/6912070,6912070,0,372,/datadrive3/pure_data/boxs/6912070
A person dressed in white performs a gentle hand movement in a room with a potted plant in the background.,/datadrive3/pure_data/videos/6944098.mp4,444,1920,1080,/datadrive3/pure_data/masks/6944098,6944098,0,443,/datadrive3/pure_data/boxs/6944098
 cheerful women dancing in the car,/datadrive3/pure_data/videos/6954272.mp4,531,1920,1012,/datadrive3/pure_data/masks/6954272,6954272,0,530,/datadrive3/pure_data/boxs/6954272
"A person in a black outfit stands beneath an ornate skylit ceiling, their hair in mid-motion, creating a sense of dynamic energy within an elegant interior space.",/datadrive3/pure_data/videos/5379134.mp4,403,1920,1012,/datadrive3/pure_data/masks/5379134,5379134,0,402,/datadrive3/pure_data/boxs/5379134
 young women baking together,/datadrive3/pure_data/videos/5515135.mp4,340,606,1080,/datadrive3/pure_data/masks/5515135,5515135,0,339,/datadrive3/pure_data/boxs/5515135
 a child with his hands on his pockets,/datadrive3/pure_data/videos/5518693.mp4,207,606,1080,/datadrive3/pure_data/masks/5518693,5518693,0,206,/datadrive3/pure_data/boxs/5518693
 guy making notes for his work,/datadrive3/pure_data/videos/5197388.mp4,475,1920,1080,/datadrive3/pure_data/masks/5197388,5197388,0,474,/datadrive3/pure_data/boxs/5197388
 two women cleaning the living room,/datadrive3/pure_data/videos/5137838.mp4,1606,1920,1012,/datadrive3/pure_data/masks/5137838,5137838,0,1605,/datadrive3/pure_data/boxs/5137838
 beautiful dancer performing her moves,/datadrive3/pure_data/videos/5124230.mp4,406,606,1080,/datadrive3/pure_data/masks/5124230,5124230,0,405,/datadrive3/pure_data/boxs/5124230
 light purple abstract explosion,/datadrive3/pure_data/videos/5453622.mp4,121,1920,1080,/datadrive3/pure_data/masks/5453622,5453622,0,120,/datadrive3/pure_data/boxs/5453622
 person fixing a bike,/datadrive3/pure_data/videos/5446388.mp4,838,606,1080,/datadrive3/pure_data/masks/5446388,5446388,0,837,/datadrive3/pure_data/boxs/5446388
 a person walking on top of a mountain cliff,/datadrive3/pure_data/videos/5419075.mp4,619,1920,1080,/datadrive3/pure_data/masks/5419075,5419075,0,618,/datadrive3/pure_data/boxs/5419075
 woman looking at her planner,/datadrive3/pure_data/videos/5762296.mp4,176,1920,1080,/datadrive3/pure_data/masks/5762296,5762296,0,175,/datadrive3/pure_data/boxs/5762296
 close up video of a camera lens,/datadrive3/pure_data/videos/5612366.mp4,607,1920,1080,/datadrive3/pure_data/masks/5612366,5612366,0,606,/datadrive3/pure_data/boxs/5612366
 a man skillfully playing his drums,/datadrive3/pure_data/videos/5648659.mp4,154,1920,1012,/datadrive3/pure_data/masks/5648659,5648659,0,153,/datadrive3/pure_data/boxs/5648659
 people crossing the street,/datadrive3/pure_data/videos/5636779.mp4,288,606,1080,/datadrive3/pure_data/masks/5636779,5636779,0,287,/datadrive3/pure_data/boxs/5636779
"A thick stream of brown liquid is pouring down onto a reflective surface, creating a puddle.",/datadrive3/pure_data/videos/5714708.mp4,360,606,1080,/datadrive3/pure_data/masks/5714708,5714708,0,359,/datadrive3/pure_data/boxs/5714708
 woman putting a flowers in the vase,/datadrive3/pure_data/videos/5379436.mp4,798,1920,1012,/datadrive3/pure_data/masks/5379436,5379436,0,797,/datadrive3/pure_data/boxs/5379436
A pregnant individual in activewear gently performs a yoga posture on a mat near a cozy rustic fireplace.,/datadrive3/pure_data/videos/6952806.mp4,636,1920,1080,/datadrive3/pure_data/masks/6952806,6952806,0,635,/datadrive3/pure_data/boxs/6952806
 a director supervising the play rehearsals,/datadrive3/pure_data/videos/6896056.mp4,1088,1920,1012,/datadrive3/pure_data/masks/6896056,6896056,0,1087,/datadrive3/pure_data/boxs/6896056
"A stunning orange church sits atop a hill, overlooking the sprawling city below as dusk falls on the horizon.",/datadrive3/pure_data/videos/6943025.mp4,487,1920,1080,/datadrive3/pure_data/masks/6943025,6943025,0,486,/datadrive3/pure_data/boxs/6943025
 creepy smiling clown with hammer looking at camera,/datadrive3/pure_data/videos/5427326.mp4,352,568,1080,/datadrive3/pure_data/masks/5427326,5427326,0,351,/datadrive3/pure_data/boxs/5427326
 video of the ocean behind plants,/datadrive3/pure_data/videos/5292501.mp4,321,1280,720,/datadrive3/pure_data/masks/5292501,5292501,0,320,/datadrive3/pure_data/boxs/5292501
 a tiliqua scincoides crawling on a ground,/datadrive3/pure_data/videos/5744382.mp4,184,1920,1080,/datadrive3/pure_data/masks/5744382,5744382,0,183,/datadrive3/pure_data/boxs/5744382
"A person in an orange shirt dances energetically in a plaza, with a backdrop of an under-construction building with exposed scaffolding.",/datadrive3/pure_data/videos/5385810.mp4,88,606,1080,/datadrive3/pure_data/masks/5385810,5385810,0,87,/datadrive3/pure_data/boxs/5385810
 kid petting a dog,/datadrive3/pure_data/videos/5730249.mp4,251,606,1080,/datadrive3/pure_data/masks/5730249,5730249,0,250,/datadrive3/pure_data/boxs/5730249
 family spending quality time in the kitchen,/datadrive3/pure_data/videos/5593448.mp4,615,1920,1080,/datadrive3/pure_data/masks/5593448,5593448,0,614,/datadrive3/pure_data/boxs/5593448
 young couple using laptop outdoors,/datadrive3/pure_data/videos/5429463.mp4,272,1920,1080,/datadrive3/pure_data/masks/5429463,5429463,0,271,/datadrive3/pure_data/boxs/5429463
 girl with curly hair having snacks,/datadrive3/pure_data/videos/5272056.mp4,411,1920,1080,/datadrive3/pure_data/masks/5272056,5272056,0,410,/datadrive3/pure_data/boxs/5272056
A person in pink leggings and a flowing shirt gestures dynamically on a rooftop against a clear sky backdrop.,/datadrive3/pure_data/videos/5385981.mp4,100,606,1080,/datadrive3/pure_data/masks/5385981,5385981,0,99,/datadrive3/pure_data/boxs/5385981
 a field of flowers,/datadrive3/pure_data/videos/5700946.mp4,177,1920,1080,/datadrive3/pure_data/masks/5700946,5700946,0,176,/datadrive3/pure_data/boxs/5700946
 woman with eye makeup,/datadrive3/pure_data/videos/5085428.mp4,742,1920,1012,/datadrive3/pure_data/masks/5085428,5085428,0,741,/datadrive3/pure_data/boxs/5085428
 a footage of a yellow flower,/datadrive3/pure_data/videos/5679245.mp4,155,1920,1080,/datadrive3/pure_data/masks/5679245,5679245,0,154,/datadrive3/pure_data/boxs/5679245
 a big waterfalls in the jungle,/datadrive3/pure_data/videos/5736062.mp4,286,1920,1080,/datadrive3/pure_data/masks/5736062,5736062,0,285,/datadrive3/pure_data/boxs/5736062
 woman in pink hijab smiling while covering part of her face with a leaf,/datadrive3/pure_data/videos/5137641.mp4,385,606,1080,/datadrive3/pure_data/masks/5137641,5137641,0,384,/datadrive3/pure_data/boxs/5137641
 video of a bee on a flower,/datadrive3/pure_data/videos/5662800.mp4,248,606,1080,/datadrive3/pure_data/masks/5662800,5662800,0,247,/datadrive3/pure_data/boxs/5662800
 a person standing on a moving boat,/datadrive3/pure_data/videos/5417147.mp4,564,568,1080,/datadrive3/pure_data/masks/5417147,5417147,0,563,/datadrive3/pure_data/boxs/5417147
 woman writing on blackboard,/datadrive3/pure_data/videos/5676140.mp4,357,1920,1080,/datadrive3/pure_data/masks/5676140,5676140,0,356,/datadrive3/pure_data/boxs/5676140
 person kicking a basketball,/datadrive3/pure_data/videos/5274573.mp4,140,568,1080,/datadrive3/pure_data/masks/5274573,5274573,0,139,/datadrive3/pure_data/boxs/5274573
"Two individuals, amidst a lush apple orchard, seem engaged in picking the ripe fruits from the heavily laden branches.",/datadrive3/pure_data/videos/5528387.mp4,168,606,1080,/datadrive3/pure_data/masks/5528387,5528387,0,167,/datadrive3/pure_data/boxs/5528387
 woman posing while looking at the camera,/datadrive3/pure_data/videos/5561959.mp4,718,1920,1080,/datadrive3/pure_data/masks/5561959,5561959,0,717,/datadrive3/pure_data/boxs/5561959
 cooking a meat on the griller,/datadrive3/pure_data/videos/5528189.mp4,722,1920,1080,/datadrive3/pure_data/masks/5528189,5528189,0,721,/datadrive3/pure_data/boxs/5528189
 young women getting ready to bake,/datadrive3/pure_data/videos/5515100.mp4,225,1920,1080,/datadrive3/pure_data/masks/5515100,5515100,0,224,/datadrive3/pure_data/boxs/5515100
 friends spending time outdoors,/datadrive3/pure_data/videos/5081857.mp4,1608,568,1080,/datadrive3/pure_data/masks/5081857,5081857,0,1607,/datadrive3/pure_data/boxs/5081857
"A weathered basketball hoop stands tall against the backdrop of lush green trees and clear blue skies, awaiting the next game.",/datadrive3/pure_data/videos/5275090.mp4,788,568,1080,/datadrive3/pure_data/masks/5275090,5275090,0,787,/datadrive3/pure_data/boxs/5275090
 chairs arranged in a circle,/datadrive3/pure_data/videos/5712755.mp4,395,1920,1080,/datadrive3/pure_data/masks/5712755,5712755,0,394,/datadrive3/pure_data/boxs/5712755
 affectionate young couple travelling by tram,/datadrive3/pure_data/videos/5711482.mp4,670,1920,1080,/datadrive3/pure_data/masks/5711482,5711482,0,669,/datadrive3/pure_data/boxs/5711482
 people raised their wine glasses for a toast,/datadrive3/pure_data/videos/5673899.mp4,394,1920,1012,/datadrive3/pure_data/masks/5673899,5673899,0,393,/datadrive3/pure_data/boxs/5673899
 couple playing with their dog,/datadrive3/pure_data/videos/5364845.mp4,337,1920,1012,/datadrive3/pure_data/masks/5364845,5364845,0,336,/datadrive3/pure_data/boxs/5364845
A woman in white attire is seated while fastening her elegant high-heeled shoe with delicate hands.,/datadrive3/pure_data/videos/5705011.mp4,156,1920,1012,/datadrive3/pure_data/masks/5705011,5705011,0,155,/datadrive3/pure_data/boxs/5705011
 man teaching on the class,/datadrive3/pure_data/videos/5427160.mp4,297,1920,1080,/datadrive3/pure_data/masks/5427160,5427160,0,296,/datadrive3/pure_data/boxs/5427160
 a woman walking out from a store,/datadrive3/pure_data/videos/5399651.mp4,37,1920,1080,/datadrive3/pure_data/masks/5399651,5399651,0,36,/datadrive3/pure_data/boxs/5399651
 a man walking beside the sea,/datadrive3/pure_data/videos/5265104.mp4,1278,1920,1012,/datadrive3/pure_data/masks/5265104,5265104,0,1277,/datadrive3/pure_data/boxs/5265104
 a couple standing on a wooden walkway,/datadrive3/pure_data/videos/5263344.mp4,616,1920,1012,/datadrive3/pure_data/masks/5263344,5263344,0,615,/datadrive3/pure_data/boxs/5263344
 cooking shellfish mussel outdoors in big iron ketle,/datadrive3/pure_data/videos/5155385.mp4,316,1920,1080,/datadrive3/pure_data/masks/5155385,5155385,0,315,/datadrive3/pure_data/boxs/5155385
 girl sitting on stairs caressing her dog,/datadrive3/pure_data/videos/5226998.mp4,288,1920,1080,/datadrive3/pure_data/masks/5226998,5226998,0,287,/datadrive3/pure_data/boxs/5226998
 young couple hugging looking at each other and kissing,/datadrive3/pure_data/videos/5328662.mp4,756,1920,1012,/datadrive3/pure_data/masks/5328662,5328662,0,755,/datadrive3/pure_data/boxs/5328662
 hand of fatima decorations,/datadrive3/pure_data/videos/5670769.mp4,376,1920,1080,/datadrive3/pure_data/masks/5670769,5670769,0,375,/datadrive3/pure_data/boxs/5670769
 a woman applying sunblock,/datadrive3/pure_data/videos/5264403.mp4,131,1920,1080,/datadrive3/pure_data/masks/5264403,5264403,0,130,/datadrive3/pure_data/boxs/5264403
 woman sitting on a chair reading,/datadrive3/pure_data/videos/5684156.mp4,373,606,1080,/datadrive3/pure_data/masks/5684156,5684156,0,372,/datadrive3/pure_data/boxs/5684156
 a woman in her undergarment posing,/datadrive3/pure_data/videos/5256480.mp4,123,606,1080,/datadrive3/pure_data/masks/5256480,5256480,0,122,/datadrive3/pure_data/boxs/5256480
A person in a beige coat gestures while conversing in a cozy outdoor setting with red walls and lush green plants.,/datadrive3/pure_data/videos/5683861.mp4,419,1920,1080,/datadrive3/pure_data/masks/5683861,5683861,0,418,/datadrive3/pure_data/boxs/5683861
 mercedes sls amg s aggressive front view,/datadrive3/pure_data/videos/5099030.mp4,489,1920,1080,/datadrive3/pure_data/masks/5099030,5099030,0,488,/datadrive3/pure_data/boxs/5099030
 man doing wall climbing,/datadrive3/pure_data/videos/5379621.mp4,181,1920,1080,/datadrive3/pure_data/masks/5379621,5379621,0,180,/datadrive3/pure_data/boxs/5379621
 two little girls stands holding each other s hand,/datadrive3/pure_data/videos/5271762.mp4,330,1920,1080,/datadrive3/pure_data/masks/5271762,5271762,0,329,/datadrive3/pure_data/boxs/5271762
 a woman vandalizing a glass window,/datadrive3/pure_data/videos/5244452.mp4,960,606,1080,/datadrive3/pure_data/masks/5244452,5244452,0,959,/datadrive3/pure_data/boxs/5244452
"A person leans against a green fence holding a basketball, with a towel around their neck, on a sunny day at an outdoor court.",/datadrive3/pure_data/videos/5274896.mp4,1129,568,1080,/datadrive3/pure_data/masks/5274896,5274896,0,1128,/datadrive3/pure_data/boxs/5274896
 woman drinking from a straw,/datadrive3/pure_data/videos/5594420.mp4,264,1920,1080,/datadrive3/pure_data/masks/5594420,5594420,0,263,/datadrive3/pure_data/boxs/5594420
 woman with her cute dog at a beautiful waterfall,/datadrive3/pure_data/videos/5115868.mp4,232,1920,1080,/datadrive3/pure_data/masks/5115868,5115868,0,231,/datadrive3/pure_data/boxs/5115868
 vehicles traveling at night,/datadrive3/pure_data/videos/5269055.mp4,110,1920,1080,/datadrive3/pure_data/masks/5269055,5269055,0,109,/datadrive3/pure_data/boxs/5269055
"A person in a white sleeveless top and black shorts leans against a metallic fence under bright sunlight, casting a shadow pattern on their clothing.",/datadrive3/pure_data/videos/5319533.mp4,312,606,1080,/datadrive3/pure_data/masks/5319533,5319533,0,311,/datadrive3/pure_data/boxs/5319533
 beautiful young woman posing fixing her hair,/datadrive3/pure_data/videos/5327233.mp4,1010,1920,1080,/datadrive3/pure_data/masks/5327233,5327233,0,1009,/datadrive3/pure_data/boxs/5327233
"A skateboarder is grinding on a concrete ledge at a graffiti-covered skatepark, surrounded by trees and mountains on a sunny day.",/datadrive3/pure_data/videos/5414651.mp4,6,1920,1080,/datadrive3/pure_data/masks/5414651,5414651,0,5,/datadrive3/pure_data/boxs/5414651
 children in their costumes celebrating halloween at the backyard,/datadrive3/pure_data/videos/5607414.mp4,673,606,1080,/datadrive3/pure_data/masks/5607414,5607414,0,672,/datadrive3/pure_data/boxs/5607414
"Two individuals stand close together against a backdrop of historic buildings, with one placing their hand on the other's shoulder, evoking a sense of companionship.",/datadrive3/pure_data/videos/5111545.mp4,2576,1920,1080,/datadrive3/pure_data/masks/5111545,5111545,0,2575,/datadrive3/pure_data/boxs/5111545
 a child wearing a costume and maskara,/datadrive3/pure_data/videos/5607547.mp4,103,606,1080,/datadrive3/pure_data/masks/5607547,5607547,0,102,/datadrive3/pure_data/boxs/5607547
 a woman applying facial mask,/datadrive3/pure_data/videos/5422137.mp4,507,1920,1080,/datadrive3/pure_data/masks/5422137,5422137,0,506,/datadrive3/pure_data/boxs/5422137
 a woman doing hand stand over a wooden desk,/datadrive3/pure_data/videos/5770454.mp4,528,568,1080,/datadrive3/pure_data/masks/5770454,5770454,0,527,/datadrive3/pure_data/boxs/5770454
 bikers leaving an abandoned property,/datadrive3/pure_data/videos/5192797.mp4,83,1920,1012,/datadrive3/pure_data/masks/5192797,5192797,0,82,/datadrive3/pure_data/boxs/5192797
 a person holding a puppy,/datadrive3/pure_data/videos/5534287.mp4,66,606,1080,/datadrive3/pure_data/masks/5534287,5534287,0,65,/datadrive3/pure_data/boxs/5534287
"Under a hanging lamp, a person sits at a wooden table adorned with an open book, a cup, and study materials, against a brick wall background.",/datadrive3/pure_data/videos/5199839.mp4,226,1920,1080,/datadrive3/pure_data/masks/5199839,5199839,0,225,/datadrive3/pure_data/boxs/5199839
 man in retro clothing practicing with tennis ball,/datadrive3/pure_data/videos/5730334.mp4,569,1920,1012,/datadrive3/pure_data/masks/5730334,5730334,0,568,/datadrive3/pure_data/boxs/5730334
 red flower in a backyard,/datadrive3/pure_data/videos/5666404.mp4,422,606,1080,/datadrive3/pure_data/masks/5666404,5666404,0,421,/datadrive3/pure_data/boxs/5666404
 person tying a knot in the rope,/datadrive3/pure_data/videos/5383057.mp4,463,1920,1080,/datadrive3/pure_data/masks/5383057,5383057,0,462,/datadrive3/pure_data/boxs/5383057
 a woman in black dress is swaying,/datadrive3/pure_data/videos/5667421.mp4,129,606,1080,/datadrive3/pure_data/masks/5667421,5667421,0,128,/datadrive3/pure_data/boxs/5667421
 woman removes her identity card and working on laptop,/datadrive3/pure_data/videos/5354521.mp4,240,1920,1080,/datadrive3/pure_data/masks/5354521,5354521,0,239,/datadrive3/pure_data/boxs/5354521
 aerial shot of white palace,/datadrive3/pure_data/videos/5741488.mp4,144,1920,1080,/datadrive3/pure_data/masks/5741488,5741488,0,143,/datadrive3/pure_data/boxs/5741488
"A multitude of protesters, holding signs aloft with messages calling for justice, gather densely in a city space, signifying a collective movement for social change.",/datadrive3/pure_data/videos/5286283.mp4,14,1920,1080,/datadrive3/pure_data/masks/5286283,5286283,0,13,/datadrive3/pure_data/boxs/5286283
 a woman keeping warm by having a hot cup of drink,/datadrive3/pure_data/videos/5384951.mp4,352,1920,1080,/datadrive3/pure_data/masks/5384951,5384951,0,351,/datadrive3/pure_data/boxs/5384951
 a woman caressing her dog while sitting on the couch,/datadrive3/pure_data/videos/5227416.mp4,261,1920,1080,/datadrive3/pure_data/masks/5227416,5227416,0,260,/datadrive3/pure_data/boxs/5227416
 a man shaking the hand of an applicant,/datadrive3/pure_data/videos/5438976.mp4,468,606,1080,/datadrive3/pure_data/masks/5438976,5438976,0,467,/datadrive3/pure_data/boxs/5438976
 men playing basketball on basketball court,/datadrive3/pure_data/videos/5586532.mp4,305,1920,1080,/datadrive3/pure_data/masks/5586532,5586532,0,304,/datadrive3/pure_data/boxs/5586532
 a woman holding a cup of hot cocoa on the bed,/datadrive3/pure_data/videos/5407455.mp4,246,606,1080,/datadrive3/pure_data/masks/5407455,5407455,0,245,/datadrive3/pure_data/boxs/5407455
 close up view of two women talking to each other,/datadrive3/pure_data/videos/5252703.mp4,300,1920,1080,/datadrive3/pure_data/masks/5252703,5252703,0,299,/datadrive3/pure_data/boxs/5252703
 children playing with colored balloons,/datadrive3/pure_data/videos/5599233.mp4,240,606,1080,/datadrive3/pure_data/masks/5599233,5599233,0,239,/datadrive3/pure_data/boxs/5599233
 close up view of person s hands writing on a book,/datadrive3/pure_data/videos/5531656.mp4,226,1920,1080,/datadrive3/pure_data/masks/5531656,5531656,0,225,/datadrive3/pure_data/boxs/5531656
 a female person in a black dress at the beach on a windy day,/datadrive3/pure_data/videos/5243343.mp4,358,1920,1080,/datadrive3/pure_data/masks/5243343,5243343,0,357,/datadrive3/pure_data/boxs/5243343
 colorful caterpillar on leaf,/datadrive3/pure_data/videos/5113039.mp4,266,1920,1080,/datadrive3/pure_data/masks/5113039,5113039,0,265,/datadrive3/pure_data/boxs/5113039
 woman wearing her scarf,/datadrive3/pure_data/videos/5561616.mp4,1079,1920,1012,/datadrive3/pure_data/masks/5561616,5561616,0,1078,/datadrive3/pure_data/boxs/5561616
 a woman exercising while staying at home,/datadrive3/pure_data/videos/5381361.mp4,508,568,1080,/datadrive3/pure_data/masks/5381361,5381361,0,507,/datadrive3/pure_data/boxs/5381361
 a man wearing protective eyeglasses,/datadrive3/pure_data/videos/5356599.mp4,495,1920,1080,/datadrive3/pure_data/masks/5356599,5356599,0,494,/datadrive3/pure_data/boxs/5356599
 time lapse video of sunset,/datadrive3/pure_data/videos/5656444.mp4,91,1920,1080,/datadrive3/pure_data/masks/5656444,5656444,0,90,/datadrive3/pure_data/boxs/5656444
"Sunlight filters through trees, casting a gleaming backdrop against a conservatory's silhouette, while a person, viewed from behind, seems to bask in the serene ambiance.",/datadrive3/pure_data/videos/5393264.mp4,262,1920,1012,/datadrive3/pure_data/masks/5393264,5393264,0,261,/datadrive3/pure_data/boxs/5393264
 steel framework of a bridge,/datadrive3/pure_data/videos/5402452.mp4,181,1920,1080,/datadrive3/pure_data/masks/5402452,5402452,0,180,/datadrive3/pure_data/boxs/5402452
 time lapse video of a rose,/datadrive3/pure_data/videos/5602527.mp4,326,1280,720,/datadrive3/pure_data/masks/5602527,5602527,0,325,/datadrive3/pure_data/boxs/5602527
 private jet captain greeting passengers,/datadrive3/pure_data/videos/5778855.mp4,312,1920,1080,/datadrive3/pure_data/masks/5778855,5778855,0,311,/datadrive3/pure_data/boxs/5778855
 man calling on the phone with an overlooking view of houses,/datadrive3/pure_data/videos/5552382.mp4,861,1920,1080,/datadrive3/pure_data/masks/5552382,5552382,0,860,/datadrive3/pure_data/boxs/5552382
 airplane taking off on a runway,/datadrive3/pure_data/videos/5538723.mp4,122,1920,1080,/datadrive3/pure_data/masks/5538723,5538723,0,121,/datadrive3/pure_data/boxs/5538723
"A person in a suit reclines in an office chair against a lush green plant wall, laptop on lap and pen in hand.",/datadrive3/pure_data/videos/5438884.mp4,471,1920,1080,/datadrive3/pure_data/masks/5438884,5438884,0,470,/datadrive3/pure_data/boxs/5438884
"A person in a black cap peers through a public telescope, likely observing distant surroundings in a park-like setting bathed in soft sunlight.",/datadrive3/pure_data/videos/5173279.mp4,466,1920,1080,/datadrive3/pure_data/masks/5173279,5173279,0,465,/datadrive3/pure_data/boxs/5173279
 man riding a bicycle,/datadrive3/pure_data/videos/5161851.mp4,235,1920,1080,/datadrive3/pure_data/masks/5161851,5161851,0,234,/datadrive3/pure_data/boxs/5161851
 person feeding his dog,/datadrive3/pure_data/videos/5229582.mp4,241,1920,1080,/datadrive3/pure_data/masks/5229582,5229582,0,240,/datadrive3/pure_data/boxs/5229582
 young woman walking in grass field looking at camera,/datadrive3/pure_data/videos/5615835.mp4,958,1920,1012,/datadrive3/pure_data/masks/5615835,5615835,0,957,/datadrive3/pure_data/boxs/5615835
 happy woman standing with arms stretched,/datadrive3/pure_data/videos/5091102.mp4,245,1920,1080,/datadrive3/pure_data/masks/5091102,5091102,0,244,/datadrive3/pure_data/boxs/5091102
 women having an argument at home,/datadrive3/pure_data/videos/5617901.mp4,83,1920,1080,/datadrive3/pure_data/masks/5617901,5617901,0,82,/datadrive3/pure_data/boxs/5617901
 a person cutting tomatoes,/datadrive3/pure_data/videos/5417653.mp4,240,606,1080,/datadrive3/pure_data/masks/5417653,5417653,0,239,/datadrive3/pure_data/boxs/5417653
 close up view of a person riding a scooter,/datadrive3/pure_data/videos/5321383.mp4,318,1920,1080,/datadrive3/pure_data/masks/5321383,5321383,0,317,/datadrive3/pure_data/boxs/5321383
 group of people cleaning the garbage of the city,/datadrive3/pure_data/videos/5243508.mp4,128,1920,1080,/datadrive3/pure_data/masks/5243508,5243508,0,127,/datadrive3/pure_data/boxs/5243508
 a man talking on the phone,/datadrive3/pure_data/videos/5321140.mp4,264,1920,1080,/datadrive3/pure_data/masks/5321140,5321140,0,263,/datadrive3/pure_data/boxs/5321140
A black car is parked in the driveway of a suburban brick house with a well-manicured lawn and a mailbox by the street.,/datadrive3/pure_data/videos/5743706.mp4,248,1920,1080,/datadrive3/pure_data/masks/5743706,5743706,0,247,/datadrive3/pure_data/boxs/5743706
"An elderly couple shares a tender moment, holding hands and seemingly sharing a laugh, in a cozy, dimly-lit room.",/datadrive3/pure_data/videos/5684424.mp4,441,606,1080,/datadrive3/pure_data/masks/5684424,5684424,0,440,/datadrive3/pure_data/boxs/5684424
 a woman doing stretching,/datadrive3/pure_data/videos/5310751.mp4,806,1920,1080,/datadrive3/pure_data/masks/5310751,5310751,0,805,/datadrive3/pure_data/boxs/5310751
 a young girl surprised reaction with her gift,/datadrive3/pure_data/videos/5754816.mp4,467,1920,1080,/datadrive3/pure_data/masks/5754816,5754816,0,466,/datadrive3/pure_data/boxs/5754816
 children holding hands while walking on a sidewalk,/datadrive3/pure_data/videos/5621389.mp4,240,606,1080,/datadrive3/pure_data/masks/5621389,5621389,0,239,/datadrive3/pure_data/boxs/5621389
 a woman with her feet in the swimming pool,/datadrive3/pure_data/videos/5263028.mp4,268,1920,1080,/datadrive3/pure_data/masks/5263028,5263028,0,267,/datadrive3/pure_data/boxs/5263028
"Basketballs arc towards a hoop in a sunny, urban outdoor court surrounded by buildings and lush trees.",/datadrive3/pure_data/videos/5274905.mp4,7,1920,1012,/datadrive3/pure_data/masks/5274905,5274905,0,6,/datadrive3/pure_data/boxs/5274905
 pieces of cloth moving in the wind,/datadrive3/pure_data/videos/6662381.mp4,523,1920,1080,/datadrive3/pure_data/masks/6662381,6662381,0,522,/datadrive3/pure_data/boxs/6662381
 a woman with paper bag on her head,/datadrive3/pure_data/videos/6894487.mp4,264,606,1080,/datadrive3/pure_data/masks/6894487,6894487,0,263,/datadrive3/pure_data/boxs/6894487
 person having a hot stone massage,/datadrive3/pure_data/videos/6750877.mp4,240,1920,1080,/datadrive3/pure_data/masks/6750877,6750877,0,239,/datadrive3/pure_data/boxs/6750877
 couple wearing black clothes dancing,/datadrive3/pure_data/videos/6939971.mp4,881,606,1080,/datadrive3/pure_data/masks/6939971,6939971,0,880,/datadrive3/pure_data/boxs/6939971
 smiling female models wearing art makeup,/datadrive3/pure_data/videos/6834367.mp4,507,1920,1080,/datadrive3/pure_data/masks/6834367,6834367,0,506,/datadrive3/pure_data/boxs/6834367
 a woman holding an heart shaped balloon,/datadrive3/pure_data/videos/6764540.mp4,153,606,1080,/datadrive3/pure_data/masks/6764540,6764540,0,152,/datadrive3/pure_data/boxs/6764540
 a person writing on a paper,/datadrive3/pure_data/videos/6830386.mp4,854,1920,1012,/datadrive3/pure_data/masks/6830386,6830386,0,853,/datadrive3/pure_data/boxs/6830386
 woman working in a sculpture,/datadrive3/pure_data/videos/6722920.mp4,573,1920,1080,/datadrive3/pure_data/masks/6722920,6722920,0,572,/datadrive3/pure_data/boxs/6722920
A person in a pink shirt is tilting a water bottle to drink inside a room with wooden panel walls.,/datadrive3/pure_data/videos/6326661.mp4,262,1920,1080,/datadrive3/pure_data/masks/6326661,6326661,0,261,/datadrive3/pure_data/boxs/6326661
 a person holding a ceramic mug,/datadrive3/pure_data/videos/6755032.mp4,250,1920,1012,/datadrive3/pure_data/masks/6755032,6755032,0,249,/datadrive3/pure_data/boxs/6755032
